,Product Name,Product Prices,Product Ratings,Product Description
1227,"OPPO A53 (Mint Cream, 64 GB)","₹17,489",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 460 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
1228,"SAMSUNG Galaxy M33 5G (Deep Ocean Blue, 128 GB)","₹11,999",4.1,8 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 Year Warranty
1229,"realme 10 (Clash White, 128 GB)","₹15,990",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMediatek Helio G99 Octa Core Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
1230,"Mi 11 Lite (Tuscany Coral, 128 GB)","₹19,999",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 5MP | 16MP Front Camera4250 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
1231,"realme 2 Pro (Blue Ocean, 64 GB)","₹19,980",4.3,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display16MP + 2MP | 16MP Front Camera3500 mAh Li-ion BatteryQualcomm Snapdragon 660 Octa Core 1.95GHz AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1232,"Mi 11 Lite (Vinyl Black, 128 GB)","₹16,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 5MP | 16MP Front Camera4250 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
1233,"realme 7 (Mist Blue, 64 GB)","₹16,999",4.2,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion BatteryMediaTek Helio G95 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1234,"vivo X21 (Black, 128 GB)","₹11,490",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB15.95 cm (6.28 inch) Full HD+ Display12MP + 5MP | 12MP Front Camera3200 mAh Li-ion BatteryQualcomm Snapdragon 660 AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1235,"realme 10 (Rush Black, 64 GB)","₹15,999",4.5,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMediatek Helio G99 Octa Core Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
1236,"REDMI Note 11T 5G (Stardust White, 128 GB)","₹18,999",4.4,6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty
1237,"Motorola One Action (Denim Blue, 128 GB)","₹18,999",4.1,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.0 cm (6.3 inch) Full HD+ Display12MP + 5MP + 4MP | 12MP Front Camera3500 mAh BatterySamsung Exynos 9609 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1238,"OPPO A16 (Pearl Blue, 64 GB)","₹14,999",4.1,4 GB RAM | 64 GB ROM16.56 cm (6.52 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryMediaTek Helio G35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
1239,"realme 10 (Rush Black, 128 GB)","₹17,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMediatek Helio G99 Octa Core Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
1240,"Mi 11 Lite (Jazz Blue, 128 GB)","₹19,990",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 5MP | 16MP Front Camera4250 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
1241,"realme 6 (Comet Blue, 128 GB)","₹18,999",4.5,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 16MP Front Camera4300 mAh BatteryMediaTek Helio G90T Processor90 Hz Ultra Smooth Display30 W Flash ChargeSide Fingerprint SensorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
1242,"realme XT (Pearl White, 64 GB)","₹18,499",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Display64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera4000 mAh BatteryQualcomm 712 ProcessorFHD+ Super AMOLED DisplayIn Display Fingerprint SensorBrand warranty of 1 year for mobile and 6 months for accessories
1243,"vivo Y20i (Dawn White, 64 GB)","₹18,499",4.2,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display13MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion BatteryQualcomm Snapdragon 460 Processor1 Year for Device and 6 Months for In-box Accessories
1244,"realme 10 (Clash White, 64 GB)","₹16,490",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMediatek Helio G99 Octa Core Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
1245,"REDMI Note 11T 5G (Matte black, 128 GB)","₹23,990",4.2,8 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty
1246,"realme 10 Pro 5G (Hyperspace, 128 GB)","₹19,999",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
1247,"vivo Y20i (Nebula Blue, 64 GB)","₹16,990",4.3,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display13MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion BatteryQualcomm Snapdragon 460 Processor1 Year for Device and 6 Months for In-box Accessories
1248,"Redmi Note 7 Pro (Moonlight White, 128 GB)","₹17,990",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1249,"REDMI Note 11 Pro (Star blue, 128 GB)","₹14,999",3.5,6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera | 16MP Front Camera5000 mAh Battery12 Months Warranty
1250,"POCO M4 Pro 5G (Yellow, 128 GB)","₹18,979",4.1,"8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Dimensity 810 ProcessorOne Year for Handset, 6 Months for Accessories"
1251,"REDMI Note 10S (Frost White, 128 GB)","₹16,990",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.33 cm (6.43 inch) Full HD+ Super AMOLED Display64MP + 8MP + 2MP + 2MP | 13MP Front Camera5000 mAh Lithium-Ploymer BatteryMediatek Helio G95 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1252,"SAMSUNG Galaxy A23 (Black, 128 GB)","₹17,990",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh Li-Ion BatteryOcta-core(EXYNOS) Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box
1253,"SAMSUNG Galaxy M33 5G (Deep Ocean Blue, 128 GB)","₹15,270",4.3,6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 Year Warranty
1254,"OPPO F19 Pro (Fluid Black, 128 GB)","₹17,690",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4310 mAh BatteryMediaTek Helio P95 (MT6779V) Processor30W VOOC 4.0 Flash Charge | ColorOS 11.1 (Based on Android 11)Dual View Video | In-Display Fingerprint 3.0 | AI Color Portrait VideoBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
1255,"REDMI Note 8 Pro (Shadow Black, 128 GB)","₹13,290",4.3,"8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 20MP Front Camera4500 mAh Li-polymer BatteryMediaTek Helio G90T Processor1 Year Warranty on Phone, 6 Months Warranty on Accessories"
1256,"SAMSUNG A14 5g (Green, 128 GB)","₹15,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 13MP Front Camera5000 mAh Battery(Exynos 1330) Processor12 Months
1257,"SAMSUNG Galaxy A04s (Copper, 128 GB)","₹13,490",4.1,4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 50MP + 2MP + 2MP | 5MP Front Camera5000 mAh Lithium-ion BatteryExynos Octa Core Processor Processor1 Year Manufacturer Warranty For Device And 6 Months Manufacturer Warranty For In-box Accessories
1258,"POCO M2 Pro (Green and Greener, 64 GB)","₹15,499",4.2,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 720G Processor1 Year for Handset, 6 Months for Accessories"
1259,"NOTE 12 5G (Black, 128 GB)","₹15,890",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ AMOLED Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySnapdragon 4 Gen 1 Processor12 Months
1260,"vivo Y20G (Purist Blue, 64 GB)","₹18,999",4.4,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.54 cm (6.51 inch) HD+ Display13MP + 2MP + 2MP | 8MP Front Camera5000 mAh Li-ion BatteryMediaTek Helio G80 Processor1 Year for Handset and 6 Months for In-box Accessories
1261,"REDMI Note 11T 5G (Stardust White, 128 GB)","₹18,999",4.2,6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty
1262,"vivo Y22 (Starlit Blue, 128 GB)","₹11,999",4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.64 cm (6.55 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh Lithium BatteryMediatek Helio G70 Processor1 Year of Device & 6 Months for In-Box Accessories
1263,"REDMI Note 11 Pro (Stealth Black, 128 GB)","₹16,999",4.2,6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery12 Months Warranty
1264,"SAMSUNG Galaxy A04s (Black, 128 GB)","₹19,999",4.1,4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 50MP + 2MP + 2MP | 5MP Front Camera5000 mAh Lithium-ion BatteryExynos Octa Core Processor Processor1 Year Manufacturer Warranty For Device And 6 Months Manufacturer Warranty For In-box Accessories
1265,"Mi 11 Lite (Vinyl Black, 128 GB)","₹16,800",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 5MP | 16MP Front Camera4250 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
1266,"vivo Y22 (Metaverse Green, 128 GB)","₹19,989",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.64 cm (6.55 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh Lithium BatteryMediatek Helio G70 Processor1 Year of Device & 6 Months for In-Box Accessories
1267,"vivo T1X (Pearl White, 128 GB)","₹15,990",4.1,6 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryQualcomm Snapdragon 680 Processor1 Year on Handset and 6 Months on Accessories
1268,"OnePlus N20 SE (CELESTIAL BLACK, 128 GB)","₹18,899",4.3,4 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Display50MP + 50MP + 2MP | 8MP Front Camera5000 mAh BatteryNo Warranty
1269,"REDMI 11 Prime 5G (Chrome Silver, 128 GB)","₹13,999",4.5,6 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Display5MP Rear Camera5000 mAh Battery1 Year Warranty
1270,"SAMSUNG Galaxy M33 5G (Deep Ocean Blue, 128 GB)","₹15,990",3.8,8 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 Year Warranty
1271,"SAMSUNG Galaxy A04s (Green, 64 GB)","₹15,999",4.1,4 GB RAM | 64 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 50MP + 2MP + 2MP | 5MP Front Camera5000 mAh Lithium-ion BatteryExynos Octa Core Processor Processor1 Year Manufacturer Warranty For Device And 6 Months Manufacturer Warranty For In-box Accessories
1272,"REDMI 11 Prime 5G (Thunder Black, 128 GB)","₹15,999",4.5,6 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Display5MP Rear Camera | 5MP Front Camera5000 mAh Battery1 Year Warranty
1273,"realme 10 (Clash White, 128 GB)","₹18,499",4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMediatek Helio G99 Octa Core Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
1274,"Redmi 10 Prime (Bifrost Blue, 128 GB)","₹17,999",4.1,6 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display8MP Rear Camera6000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
1275,"vivo Y53s (Fantastic Rainbow, 128 GB)","₹19,990",4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.71 cm (6.58 inch) Full HD+ Display64MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryMediaTek Helio G80 Processor1 Year Warranty for Handset and 6 Months for In-box Accessories
1276,"OPPO A53 (Moonlight Black, 64 GB)","₹19,999",4.4,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 460 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
1277,"SAMSUNG A14 5g (Green, 128 GB)","₹16,990",4.3,8 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 13MP Front Camera5000 mAh Battery(Exynos 1330) Processor12 Months
1278,"SAMSUNG Galaxy A13 (Black, 128 GB)","₹16,990",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryExynos Octa Core Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-Box Accessories from Date of Purchase
1279,"OPPO A53 (Mint Cream, 64 GB)","₹19,980",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 460 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
1280,"realme 10 (Clash White, 64 GB)","₹11,999",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMediatek Helio G99 Octa Core Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
1281,"realme 10 (Rush Black, 64 GB)","₹15,889",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMediatek Helio G99 Octa Core Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
1282,"REDMI Note 11 Pro (Star Blue, 128 GB)","₹14,499",4.2,8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery12 Months Warranty
1283,"realme 7 (Mist Blue, 64 GB)","₹13,350",4.2,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion BatteryMediaTek Helio G95 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1284,"vivo X21 (Black, 128 GB)","₹12,990",4.1,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB15.95 cm (6.28 inch) Full HD+ Display12MP + 5MP | 12MP Front Camera3200 mAh Li-ion BatteryQualcomm Snapdragon 660 AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1285,"realme 10 (Rush Black, 128 GB)","₹12,999",4.2,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMediatek Helio G99 Octa Core Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
1286,"Mi 11 Lite (Tuscany Coral, 128 GB)","₹16,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 5MP | 16MP Front Camera4250 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
1287,"Mi 11 Lite (Vinyl Black, 128 GB)","₹19,900",4.5,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 5MP | 16MP Front Camera4250 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
1288,"Mi 11 Lite (Jazz Blue, 128 GB)","₹19,999",4.5,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 5MP | 16MP Front Camera4250 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories
1289,"Motorola One Action (Denim Blue, 128 GB)","₹18,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.0 cm (6.3 inch) Full HD+ Display12MP + 5MP + 4MP | 12MP Front Camera3500 mAh BatterySamsung Exynos 9609 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1290,"REDMI Note 11s (Space Black, 128 GB)","₹16,999",4.3,8 GB RAM | 128 GB ROM16.33 cm (6.43 inch) Display50MP Rear Camera5000 mAh Battery12 Months Warranty
1291,"SAMSUNG Galaxy A13 (Peach, 64 GB)","₹15,999",4,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryExynos Octa Core Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-Box Accessories from Date of Purchase
1292,"SAMSUNG GALAXY M13 5G (?Stardust Brown, 128 GB)","₹18,990",4.2,6 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera5000 mAh Battery12 Months Warranty
1293,"vivo Y20A (Dawn White, 64 GB)","₹18,990",4.3,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display13MP + 2MP + 2MP | 8MP Front Camera5000 mAh Li-ion BatteryQualcomm Snapdragon 439 Processor1 Year for Handset and 6 Months for In-box Accessories
1294,"Redmi Note 7 Pro (Blue, 64 GB)","₹18,990",4.4,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1295,"REDMI Note 8 Pro (Electric Blue, 64 GB)","₹18,999",4.4,"6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 20MP Front Camera4500 mAh Li-polymer BatteryMediaTek Helio G90T Processor1 Year Warranty on Phone, 6 Months Warranty on Accessories"
1296,"SAMSUNG Galaxy On Max (Black, 32 GB)","₹16,000",4.4,"4 GB RAM | 32 GB ROM | Expandable Upto 256 GB14.48 cm (5.7 inch) Full HD Display13MP Rear Camera | 13MP Front Camera3300 mAh BatteryMediaTek MTK6757V/WL 2.39GHz, 1.69GHz, Octa Core ProcessorBrand Warranty of 1 Year"
1297,"REDMI Note 10 Pro (Vintage Bronze, 128 GB)","₹17,600",4.1,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Super AMOLED Display64MP + 8MP + 5MP + 2MP | 16MP Front Camera5020 mAh Li-Polymer BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
1298,"Motorola Edge 20 Fusion 5G (Cyber Teal, 128 GB)","₹17,600",4,6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 32MP Front Camera5000 mAh BatteryMediaTek Dimensity 800U Processor90Hz Refresh Rate AMOLED Display13 5G Bands1 Year on Handset and 6 Months on Accessories
1299,"REDMI Note 10T 5G (Graphite Black, 128 GB)","₹15,990",4.3,"6 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display48MP Primary Camera + 2MP Macro Lens + 2MP Depth Sensor | 8MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Dimensity 700 ProcessorMax GPU Frequency: 950 MHz, Supports GAME Turbo 3.0, UFS2.2 Storage, Reading Mode 3.0, 360 Degree Ambient Light Sensors, Supports 18W Fast Charging1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
1300,"ASUS ZenFone Max Pro M2 (Blue, 32 GB)","₹15,999",4.3,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB15.9 cm (6.26 inch) Full HD+ Display12MP + 5MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 660 Octa Core ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1301,"OPPO A9 2020 (Space Purple, 128 GB)","₹17,990",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1302,"OPPO A9 2020 (Vanilla Mint, 128 GB)","₹16,999",4.4,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.56 cm (6.52 inch) HD Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1303,"OPPO A9 2020 (Marine Green, 128 GB)","₹16,999",4.4,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1304,"SAMSUNG Galaxy F42 5G (Matte Black, 128 GB)","₹17,990",4.5,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display64MP + 5MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion BatteryMediaTek Dimensity 700 Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase
1305,"LG W41 (Magic Blue, 64 GB)","₹16,999",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.64 cm (6.55 inch) HD+ Display48MP + 8MP + 5MP + 2MP | 8MP Front Camera5000 mAh BatteryMediaTek Helio G35 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories from the Date of Purchase
1306,"Nokia 6.1 Plus (Black, 64 GB)","₹18,900",4.2,4 GB RAM | 64 GB ROM | Expandable Upto 400 GB14.73 cm (5.8 inch) Full HD+ Display16MP + 5MP | 16MP Front Camera3060 mAh BatteryQualcomm Snapdragon 636 Octacore ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1307,"Nokia 6.1 Plus (White, 64 GB)","₹18,999",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 400 GB14.73 cm (5.8 inch) Full HD+ Display16MP + 5MP | 16MP Front Camera3060 mAh BatteryQualcomm Snapdragon 636 Octacore ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1308,"SAMSUNG Galaxy A70 (White, 128 GB)","₹16,999",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB17.02 cm (6.7 inch) Full HD+ Display32MP + 5MP + 8MP | 32MP Front Camera4500 mAh Lithium-ion BatteryOcta core (2 GHz, Dual core, Kryo 460 + 1.7 GHz, Hexa Core, Kryo 460) ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories"
1309,"OPPO A52 (Twilight Black, 128 GB)","₹16,999",4.3,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Full HD+ Display12MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
1310,"Redmi Note 8 (Space Black, 128 GB)","₹11,990",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 13MP Front Camera4000 mAh Lithium Polymer BatteryQualcomm Snapdragon 665 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase
